id_viaje,hora_pico,dia_semana,troncal,evento_especial,condicion_clima,retraso_significativo
1180,0,Domingo,NQS,0,Soleado,0
1181,0,Martes,Eldorado,0,Soleado,1
1182,0,Sábado,Americas,0,Nublado,0
1183,1,Domingo,Calle 26,0,Lluvia,0
1184,1,Sábado,Caracas,1,Nublado,1
1185,0,Domingo,Americas,0,Soleado,0
1186,0,Jueves,Autonorte,0,Soleado,1
1187,1,Viernes,Caracas,0,Soleado,0
1188,1,Sábado,Calle 26,0,Soleado,0
1189,0,Miércoles,Calle 26,0,Soleado,0
1190,0,Miércoles,Calle 80,0,Nublado,0
1191,0,Domingo,Americas,0,Soleado,0
1192,0,Sábado,Eldorado,1,Lluvia,1
1193,0,Miércoles,Caracas,0,Lluvia,1
1194,0,Domingo,Caracas,0,Soleado,1
1195,1,Viernes,Calle 80,0,Soleado,0
1196,0,Domingo,Calle 80,0,Nublado,0
1197,0,Sábado,Suba,0,Lluvia,0
1198,1,Sábado,Autonorte,0,Soleado,1
1199,0,Lunes,NQS,0,Nublado,0
1200,0,Lunes,Caracas,0,Lluvia,0
1201,0,Jueves,NQS,0,Nublado,0
1202,1,Jueves,Caracas,0,Nublado,1
1203,0,Miércoles,Calle 80,0,Nublado,0
1204,1,Miércoles,Eldorado,0,Soleado,0
1205,0,Viernes,Caracas,0,Nublado,0
1206,1,Viernes,NQS,0,Nublado,0
1207,0,Domingo,Calle 80,0,Lluvia,0
1208,0,Lunes,Eldorado,0,Soleado,0
1209,1,Miércoles,Americas,0,Lluvia,1
1210,0,Lunes,Calle 26,0,Lluvia,1
1211,0,Lunes,Calle 80,0,Nublado,0
1212,0,Viernes,Calle 26,0,Nublado,0
1213,0,Martes,Suba,0,Soleado,0
1214,1,Domingo,Caracas,0,Soleado,0
1215,1,Miércoles,NQS,0,Lluvia,0
1216,0,Lunes,Calle 80,0,Soleado,0
1217,0,Miércoles,Calle 26,0,Lluvia,0
1218,1,Sábado,Autonorte,0,Soleado,1
1219,1,Domingo,Autonorte,0,Lluvia,0
1220,1,Miércoles,Americas,0,Soleado,1
1221,0,Martes,Calle 80,0,Soleado,0
1222,1,Domingo,Calle 26,0,Soleado,0
1223,0,Miércoles,NQS,0,Nublado,1
1224,0,Viernes,NQS,0,Soleado,0
1225,0,Sábado,Eldorado,0,Lluvia,0
1226,0,Martes,Suba,0,Soleado,0
1227,0,Viernes,Suba,0,Soleado,0
1228,0,Miércoles,Calle 26,0,Soleado,0
1229,0,Miércoles,Caracas,0,Nublado,1
1230,1,Domingo,Calle 26,0,Soleado,1
1231,1,Domingo,Eldorado,0,Soleado,1
1232,0,Martes,Eldorado,0,Lluvia,0
1233,0,Martes,Autonorte,0,Lluvia,0
1234,0,Sábado,Autonorte,0,Soleado,0
1235,0,Sábado,Calle 80,0,Nublado,0
1236,0,Sábado,Americas,0,Soleado,0
1237,0,Lunes,Suba,0,Soleado,0
1238,0,Lunes,Autonorte,0,Lluvia,1
1239,1,Viernes,Calle 26,0,Soleado,0
1240,0,Martes,Caracas,0,Nublado,1
1241,0,Jueves,Suba,0,Lluvia,0
1242,0,Viernes,Calle 26,0,Lluvia,0
1243,0,Jueves,Calle 80,0,Soleado,0
1244,0,Domingo,NQS,0,Nublado,0
1245,0,Jueves,Calle 26,0,Soleado,0
1246,1,Miércoles,Eldorado,0,Lluvia,0
1247,1,Lunes,Autonorte,0,Nublado,0
1248,0,Viernes,NQS,0,Soleado,0
1249,0,Jueves,Americas,0,Nublado,0
1250,0,Viernes,Calle 26,0,Lluvia,0
1251,0,Lunes,NQS,0,Lluvia,0
1252,1,Sábado,Calle 80,0,Lluvia,1
1253,0,Lunes,Caracas,0,Soleado,1
1254,0,Viernes,Suba,0,Nublado,0
1255,0,Domingo,Eldorado,0,Soleado,0
1256,0,Lunes,Calle 80,0,Lluvia,0
1257,0,Domingo,Eldorado,0,Nublado,0
1258,1,Domingo,Calle 80,0,Soleado,0
1259,0,Sábado,Suba,0,Lluvia,0
1260,0,Lunes,Calle 80,0,Lluvia,0
1261,0,Viernes,Calle 26,1,Soleado,0
1262,0,Viernes,Suba,0,Soleado,1
1263,0,Lunes,Suba,0,Nublado,0
1264,0,Jueves,Caracas,0,Lluvia,0
1265,0,Sábado,Caracas,0,Lluvia,0
1266,1,Lunes,Caracas,0,Nublado,1
1267,1,Lunes,Caracas,0,Nublado,0
1268,0,Jueves,Eldorado,0,Nublado,0
1269,1,Sábado,Eldorado,0,Soleado,0
1270,0,Lunes,Caracas,0,Nublado,0
1271,0,Lunes,Suba,0,Nublado,0
1272,1,Miércoles,Americas,0,Soleado,0
1273,1,Martes,Eldorado,0,Lluvia,0
1274,0,Domingo,Eldorado,0,Lluvia,0
1275,0,Domingo,Americas,0,Nublado,0
1276,1,Jueves,Suba,0,Lluvia,0
1277,0,Lunes,Suba,0,Lluvia,1
1278,0,Jueves,Eldorado,0,Soleado,0
1279,1,Martes,Calle 80,0,Soleado,0
1280,0,Jueves,Caracas,0,Nublado,1
1281,0,Sábado,NQS,0,Nublado,0
1282,1,Jueves,Autonorte,0,Nublado,0
1283,0,Viernes,Calle 80,0,Lluvia,1
1284,1,Miércoles,Suba,0,Lluvia,1
1285,1,Viernes,NQS,0,Soleado,1
1286,0,Martes,Eldorado,0,Lluvia,0
1287,0,Martes,Calle 80,0,Lluvia,0
1288,0,Jueves,Calle 26,0,Soleado,0
1289,0,Viernes,NQS,1,Nublado,1
1290,1,Martes,Calle 80,0,Soleado,1
1291,0,Miércoles,Suba,0,Lluvia,0
1292,0,Martes,NQS,0,Nublado,0
1293,0,Domingo,NQS,1,Lluvia,1
1294,0,Jueves,Americas,0,Lluvia,0
1295,0,Domingo,Eldorado,0,Soleado,0
1296,1,Domingo,Calle 80,0,Nublado,0
1297,0,Jueves,Caracas,0,Lluvia,1
1298,1,Martes,Eldorado,0,Nublado,1
1299,0,Sábado,Americas,0,Nublado,0
1300,0,Viernes,Suba,0,Nublado,0
1301,1,Sábado,Eldorado,0,Lluvia,1
1302,1,Viernes,Americas,0,Soleado,0
1303,0,Domingo,Eldorado,0,Soleado,0
1304,1,Martes,Autonorte,0,Nublado,0
1305,0,Sábado,NQS,0,Nublado,0
1306,1,Martes,NQS,0,Soleado,1
1307,1,Martes,NQS,0,Soleado,1
1308,0,Domingo,Americas,0,Nublado,0
1309,0,Jueves,Eldorado,0,Nublado,0
1310,1,Miércoles,Calle 80,0,Soleado,1
1311,1,Viernes,Suba,0,Lluvia,1
1312,0,Jueves,Eldorado,0,Nublado,0
1313,1,Jueves,Calle 80,0,Nublado,0
1314,0,Martes,Americas,0,Lluvia,0
1315,1,Domingo,Suba,0,Soleado,1
1316,0,Sábado,Autonorte,0,Nublado,0
1317,0,Jueves,Calle 80,0,Lluvia,0
1318,0,Sábado,Caracas,0,Nublado,0
1319,0,Miércoles,Americas,0,Nublado,0
1320,1,Jueves,Autonorte,0,Soleado,0
1321,1,Miércoles,NQS,0,Lluvia,1
1322,0,Jueves,Suba,0,Soleado,0
1323,1,Viernes,Suba,0,Lluvia,0
1324,0,Jueves,Calle 26,0,Lluvia,0
1325,0,Martes,Suba,1,Soleado,0
1326,1,Martes,Americas,0,Nublado,1
1327,0,Jueves,Calle 80,0,Nublado,0
1328,0,Domingo,Eldorado,1,Nublado,0
1329,0,Viernes,Autonorte,0,Soleado,0
1330,1,Martes,Suba,0,Nublado,1
1331,0,Sábado,Americas,1,Soleado,0
1332,1,Jueves,Calle 80,0,Nublado,1
1333,1,Sábado,Eldorado,0,Nublado,1
1334,0,Martes,Caracas,0,Lluvia,0
1335,0,Jueves,Calle 26,0,Soleado,0
1336,1,Jueves,Eldorado,0,Lluvia,0
1337,0,Lunes,NQS,0,Lluvia,1
1338,1,Viernes,Autonorte,0,Nublado,0
1339,0,Domingo,Suba,0,Lluvia,1
1340,1,Miércoles,NQS,0,Lluvia,0
1341,0,Lunes,Eldorado,0,Lluvia,0
1342,0,Lunes,Calle 26,0,Nublado,0
1343,0,Miércoles,Americas,0,Soleado,0
1344,1,Miércoles,Calle 26,0,Soleado,1
1345,1,Martes,Calle 26,0,Soleado,0
1346,0,Jueves,Suba,0,Lluvia,0
1347,0,Martes,Caracas,0,Nublado,0
1348,0,Jueves,Americas,0,Nublado,0
1349,0,Sábado,Eldorado,0,Lluvia,0
1350,0,Viernes,Caracas,0,Lluvia,1
1351,0,Martes,Calle 26,0,Lluvia,0
1352,0,Miércoles,Eldorado,0,Lluvia,1
1353,1,Miércoles,Americas,1,Lluvia,1
1354,0,Lunes,Suba,0,Nublado,0
1355,0,Sábado,Eldorado,0,Nublado,0
1356,0,Sábado,NQS,0,Nublado,0
1357,0,Jueves,Calle 26,0,Nublado,0
1358,0,Martes,Americas,0,Lluvia,1
1359,1,Lunes,Calle 80,0,Lluvia,1
1360,0,Martes,NQS,0,Lluvia,1
1361,0,Miércoles,Eldorado,0,Nublado,1
1362,0,Miércoles,Calle 80,1,Soleado,0
1363,0,Lunes,Autonorte,0,Lluvia,0
1364,0,Viernes,Americas,0,Soleado,1
1365,0,Martes,Calle 26,0,Nublado,0
1366,0,Martes,NQS,0,Nublado,1
1367,0,Lunes,Calle 26,0,Nublado,0
1368,0,Lunes,NQS,0,Soleado,0
1369,1,Viernes,Americas,0,Soleado,0
1370,1,Jueves,Calle 80,0,Lluvia,1
1371,0,Jueves,Suba,0,Soleado,0
1372,0,Jueves,Eldorado,0,Soleado,0
1373,0,Lunes,Calle 26,0,Nublado,0
1374,0,Martes,NQS,0,Nublado,0
1375,0,Lunes,NQS,0,Lluvia,0
1376,0,Viernes,Caracas,0,Lluvia,1
1377,0,Domingo,Calle 26,0,Nublado,0
1378,0,Lunes,Calle 26,0,Lluvia,0
1379,0,Martes,Eldorado,0,Nublado,0
1380,0,Viernes,NQS,0,Soleado,0
1381,0,Martes,Eldorado,0,Nublado,0
1382,0,Sábado,Autonorte,0,Nublado,0
1383,0,Viernes,Calle 80,0,Soleado,0
1384,0,Sábado,Calle 80,0,Nublado,0
1385,1,Domingo,Americas,0,Lluvia,1
1386,0,Domingo,Eldorado,0,Nublado,0
1387,1,Viernes,Suba,0,Soleado,0
1388,0,Miércoles,Calle 26,0,Nublado,1
1389,0,Lunes,Americas,0,Soleado,0
1390,0,Martes,Caracas,0,Soleado,0
1391,0,Miércoles,Suba,0,Nublado,1
1392,0,Viernes,Eldorado,0,Nublado,0
1393,1,Domingo,Eldorado,0,Lluvia,1
1394,0,Sábado,NQS,0,Soleado,1
1395,1,Martes,Eldorado,0,Nublado,0
1396,0,Martes,Calle 80,0,Soleado,0
1397,1,Sábado,Calle 80,0,Lluvia,0
1398,0,Domingo,Eldorado,0,Lluvia,0
1399,0,Martes,Caracas,0,Nublado,1
1400,0,Jueves,Americas,0,Soleado,0
1401,1,Jueves,Caracas,0,Lluvia,0
1402,1,Jueves,NQS,0,Soleado,0
1403,0,Sábado,Eldorado,0,Nublado,0
1404,0,Sábado,Americas,0,Nublado,0
1405,0,Domingo,Calle 80,0,Nublado,1
1406,1,Lunes,NQS,0,Nublado,0
1407,0,Martes,Calle 80,0,Soleado,0
1408,0,Domingo,Calle 26,0,Nublado,0
1409,0,Martes,Calle 80,0,Nublado,0
1410,1,Jueves,Calle 80,0,Lluvia,1
1411,0,Martes,Suba,0,Soleado,0
1412,1,Viernes,Calle 80,0,Lluvia,0
1413,0,Jueves,Calle 26,0,Nublado,0
1414,0,Miércoles,Calle 80,0,Nublado,0
1415,0,Sábado,Autonorte,0,Lluvia,0
1416,0,Sábado,Eldorado,0,Nublado,0
1417,0,Miércoles,Calle 80,0,Nublado,0
1418,0,Viernes,NQS,0,Soleado,0
1419,0,Lunes,Autonorte,0,Lluvia,1
1420,0,Viernes,NQS,0,Nublado,0
1421,0,Jueves,NQS,0,Nublado,1
1422,0,Domingo,Calle 26,0,Soleado,0
1423,1,Lunes,Calle 80,0,Soleado,0
1424,0,Domingo,Calle 26,0,Nublado,0
1425,0,Miércoles,Eldorado,0,Lluvia,1
1426,1,Martes,Calle 80,0,Nublado,1
1427,1,Sábado,Eldorado,0,Nublado,1
1428,1,Sábado,Eldorado,0,Lluvia,0
1429,1,Jueves,Americas,0,Soleado,0
1430,1,Domingo,Autonorte,0,Soleado,0
1431,0,Sábado,Calle 26,0,Soleado,0
1432,0,Domingo,NQS,0,Soleado,0
1433,0,Lunes,Americas,0,Nublado,0
1434,0,Domingo,Calle 80,0,Lluvia,1
1435,1,Lunes,Calle 26,0,Soleado,1
1436,1,Lunes,Eldorado,0,Soleado,0
1437,1,Lunes,Autonorte,0,Nublado,0
1438,0,Viernes,Calle 80,0,Soleado,0
1439,0,Domingo,Calle 80,0,Lluvia,0
1440,0,Domingo,Autonorte,0,Soleado,0
1441,0,Domingo,Caracas,1,Soleado,1
1442,0,Martes,Caracas,0,Soleado,0
1443,0,Jueves,Americas,1,Lluvia,0
1444,0,Sábado,NQS,0,Nublado,0
1445,1,Miércoles,NQS,0,Soleado,1
1446,0,Domingo,Americas,0,Lluvia,0
1447,1,Miércoles,Suba,0,Lluvia,0
1448,1,Viernes,Eldorado,0,Soleado,1
1449,0,Domingo,Autonorte,0,Soleado,0
1450,0,Lunes,Americas,0,Soleado,0
1451,0,Miércoles,Autonorte,0,Lluvia,0
1452,0,Miércoles,Autonorte,0,Lluvia,0
1453,1,Viernes,Caracas,0,Nublado,0
1454,1,Domingo,Americas,0,Soleado,1
1455,0,Miércoles,Autonorte,0,Soleado,0
1456,0,Miércoles,Eldorado,0,Nublado,0
1457,0,Sábado,Autonorte,0,Lluvia,0
1458,0,Jueves,NQS,0,Soleado,0
1459,0,Viernes,Calle 26,0,Soleado,0
1460,0,Lunes,Caracas,0,Soleado,0
1461,0,Martes,Americas,0,Nublado,0
1462,1,Martes,Suba,0,Lluvia,0
1463,1,Domingo,Suba,0,Lluvia,0
1464,0,Miércoles,NQS,0,Lluvia,1
1465,0,Martes,Suba,0,Lluvia,0
1466,1,Martes,Autonorte,0,Soleado,0
1467,0,Sábado,Americas,0,Soleado,0
1468,0,Martes,Autonorte,0,Lluvia,0
1469,0,Jueves,Eldorado,0,Soleado,0
1470,0,Jueves,NQS,0,Nublado,0
1471,1,Sábado,Autonorte,0,Lluvia,0
1472,1,Jueves,Calle 80,0,Soleado,0
1473,1,Domingo,NQS,0,Nublado,0
1474,1,Martes,NQS,0,Lluvia,1
1475,0,Viernes,Autonorte,0,Lluvia,0
1476,0,Sábado,NQS,0,Soleado,0
1477,0,Jueves,Caracas,0,Nublado,0
1478,0,Jueves,Caracas,0,Nublado,0
1479,0,Sábado,Caracas,0,Lluvia,0
1480,0,Domingo,Caracas,0,Nublado,1
1481,0,Sábado,Calle 80,0,Soleado,0
1482,1,Lunes,Eldorado,0,Soleado,0
1483,0,Sábado,Autonorte,0,Nublado,0
1484,0,Domingo,Calle 26,0,Nublado,0
1485,1,Miércoles,Caracas,0,Soleado,1
1486,0,Jueves,NQS,0,Soleado,0
1487,0,Jueves,Americas,0,Nublado,0
1488,0,Sábado,Calle 26,0,Soleado,0
1489,0,Martes,Autonorte,0,Nublado,0
1490,0,Miércoles,Americas,0,Soleado,0
1491,0,Lunes,Calle 26,0,Soleado,0
1492,1,Jueves,Suba,0,Lluvia,1
1493,0,Viernes,Suba,0,Soleado,0
1494,0,Sábado,NQS,0,Soleado,0
1495,0,Domingo,NQS,0,Soleado,0
1496,0,Viernes,NQS,0,Nublado,1
1497,0,Jueves,Calle 80,0,Lluvia,0
1498,0,Domingo,Suba,0,Lluvia,0
1499,1,Jueves,Autonorte,1,Soleado,1
1500,0,Miércoles,Suba,0,Nublado,0
1501,1,Sábado,Autonorte,0,Soleado,1
1502,0,Lunes,Suba,0,Lluvia,0
1503,0,Sábado,Suba,0,Lluvia,0
1504,0,Domingo,Calle 80,0,Soleado,0
1505,0,Lunes,Caracas,0,Nublado,0
1506,0,Viernes,Americas,0,Nublado,0
1507,0,Lunes,Eldorado,0,Soleado,0
1508,1,Domingo,Autonorte,0,Soleado,1
1509,0,Jueves,Eldorado,0,Soleado,0
1510,0,Jueves,Caracas,0,Lluvia,1
1511,0,Jueves,NQS,0,Soleado,0
1512,0,Lunes,Calle 80,0,Nublado,0
1513,0,Domingo,Eldorado,0,Nublado,0
1514,0,Domingo,Suba,0,Nublado,0
1515,1,Miércoles,Suba,0,Soleado,0
1516,1,Martes,Calle 80,0,Soleado,1
1517,1,Jueves,Suba,0,Nublado,1
1518,0,Sábado,Americas,0,Soleado,0
1519,0,Lunes,NQS,0,Lluvia,1
1520,0,Domingo,Calle 80,0,Lluvia,0
1521,1,Viernes,Autonorte,0,Soleado,1
1522,0,Lunes,NQS,0,Soleado,0
1523,1,Viernes,Calle 26,0,Lluvia,0
1524,0,Miércoles,Calle 26,0,Lluvia,1
1525,1,Viernes,Americas,1,Lluvia,1
1526,0,Martes,Calle 26,0,Lluvia,1
1527,1,Miércoles,NQS,0,Nublado,1
1528,0,Miércoles,Calle 80,0,Soleado,0
1529,1,Lunes,Suba,0,Nublado,0
1530,0,Lunes,Americas,0,Lluvia,0
1531,0,Martes,NQS,0,Soleado,0
1532,0,Domingo,Calle 26,0,Lluvia,0
1533,0,Viernes,Calle 80,0,Nublado,0
1534,0,Viernes,Americas,0,Lluvia,0
1535,0,Jueves,Autonorte,0,Nublado,0
1536,0,Sábado,Autonorte,0,Lluvia,1
1537,1,Viernes,Caracas,0,Lluvia,1
1538,0,Lunes,Autonorte,0,Nublado,0
1539,0,Sábado,Autonorte,0,Lluvia,0
1540,1,Sábado,Eldorado,1,Soleado,0
1541,0,Martes,Caracas,1,Soleado,0
1542,1,Sábado,Calle 26,0,Nublado,0
1543,0,Viernes,Suba,0,Nublado,0
1544,0,Miércoles,Calle 80,1,Soleado,0
1545,0,Sábado,Caracas,0,Soleado,0
1546,0,Martes,Suba,0,Soleado,0
1547,0,Miércoles,Eldorado,0,Lluvia,0
1548,0,Domingo,Calle 80,0,Lluvia,0
1549,0,Domingo,NQS,0,Lluvia,1
1550,0,Domingo,Autonorte,0,Lluvia,1
1551,0,Lunes,Autonorte,0,Soleado,0
1552,0,Jueves,Caracas,0,Lluvia,0
1553,1,Sábado,Americas,0,Soleado,0
1554,1,Sábado,Calle 26,0,Lluvia,1
1555,0,Domingo,NQS,0,Lluvia,0
1556,0,Martes,Caracas,0,Lluvia,1
1557,0,Viernes,Eldorado,0,Lluvia,0
1558,0,Jueves,NQS,0,Lluvia,0
1559,0,Viernes,Autonorte,0,Lluvia,0
1560,1,Martes,Eldorado,0,Lluvia,0
1561,0,Domingo,Suba,0,Soleado,0
1562,0,Martes,NQS,0,Nublado,0
1563,0,Sábado,Calle 26,0,Nublado,0
1564,0,Sábado,Caracas,0,Lluvia,0
1565,0,Miércoles,Americas,0,Nublado,1
1566,0,Viernes,Eldorado,0,Lluvia,1
1567,0,Martes,NQS,0,Nublado,0
1568,0,Martes,Calle 26,0,Soleado,0
1569,0,Lunes,NQS,0,Soleado,0
1570,0,Martes,Americas,0,Lluvia,0
1571,1,Martes,Calle 26,0,Soleado,1
1572,0,Sábado,Eldorado,0,Soleado,0
1573,1,Sábado,Calle 80,0,Nublado,1
1574,0,Martes,Autonorte,0,Nublado,0
1575,1,Sábado,Suba,0,Soleado,0
1576,0,Lunes,NQS,0,Nublado,0
1577,0,Jueves,Calle 80,0,Lluvia,0
1578,1,Domingo,Eldorado,0,Soleado,1
1579,0,Martes,Americas,0,Lluvia,0
1580,1,Domingo,NQS,0,Lluvia,0
1581,0,Domingo,Suba,0,Soleado,0
1582,1,Jueves,Caracas,0,Soleado,0
1583,0,Domingo,Suba,0,Nublado,0
1584,1,Lunes,Eldorado,0,Lluvia,0
1585,1,Sábado,Calle 80,0,Soleado,0
1586,1,Martes,Americas,1,Soleado,1
1587,0,Martes,Eldorado,0,Soleado,0
1588,0,Martes,Calle 80,0,Nublado,0
1589,1,Domingo,Calle 26,1,Nublado,1
1590,0,Jueves,Autonorte,0,Lluvia,1
1591,1,Sábado,Caracas,0,Soleado,1
1592,1,Viernes,Calle 26,0,Nublado,1
1593,0,Lunes,Calle 26,0,Lluvia,1
1594,1,Martes,Calle 26,0,Lluvia,1
1595,0,Lunes,Eldorado,0,Lluvia,0
1596,1,Viernes,Eldorado,0,Lluvia,1
1597,0,Martes,Suba,0,Lluvia,0
1598,0,Lunes,Calle 26,0,Nublado,0
1599,1,Miércoles,Eldorado,0,Nublado,1
1600,0,Sábado,Suba,0,Soleado,0
1601,0,Sábado,Calle 80,0,Lluvia,0
1602,0,Domingo,NQS,0,Lluvia,0
1603,0,Viernes,NQS,0,Soleado,0
1604,1,Lunes,Eldorado,0,Soleado,1
1605,0,Sábado,Calle 26,0,Soleado,0
1606,0,Lunes,Eldorado,0,Soleado,0
1607,0,Jueves,Eldorado,0,Soleado,0
1608,0,Domingo,Eldorado,0,Soleado,0
1609,0,Sábado,Caracas,0,Nublado,0
1610,1,Jueves,Suba,0,Lluvia,0
1611,0,Martes,NQS,0,Lluvia,0
1612,0,Sábado,Calle 80,0,Lluvia,0
1613,1,Jueves,Calle 80,0,Lluvia,1
1614,0,Viernes,Americas,0,Lluvia,1
1615,0,Jueves,Calle 26,0,Lluvia,1
1616,0,Lunes,Americas,0,Nublado,0
1617,0,Domingo,Calle 80,0,Soleado,0
1618,1,Lunes,Calle 26,0,Lluvia,0
1619,0,Domingo,Suba,0,Soleado,0
1620,0,Jueves,Calle 80,0,Lluvia,0
1621,1,Martes,NQS,0,Soleado,1
1622,0,Viernes,Americas,0,Soleado,0
1623,1,Domingo,Calle 80,0,Nublado,0
1624,0,Martes,Caracas,0,Soleado,0
1625,0,Miércoles,Calle 80,0,Nublado,0
1626,0,Miércoles,Autonorte,0,Nublado,0
1627,0,Domingo,Caracas,0,Soleado,0
1628,1,Lunes,NQS,0,Nublado,0
1629,1,Jueves,Americas,0,Soleado,0
1630,0,Miércoles,Suba,0,Lluvia,0
1631,0,Martes,Eldorado,0,Soleado,1
1632,1,Martes,Americas,0,Soleado,0
1633,0,Martes,Americas,0,Lluvia,0
1634,0,Domingo,Autonorte,0,Soleado,0
1635,0,Viernes,NQS,0,Nublado,0
1636,1,Domingo,Autonorte,0,Soleado,0
1637,1,Sábado,NQS,0,Lluvia,1
1638,0,Miércoles,Calle 80,0,Soleado,0
1639,0,Lunes,Calle 26,0,Soleado,0
1640,0,Miércoles,Eldorado,0,Lluvia,0
1641,0,Sábado,Suba,0,Soleado,0
1642,0,Viernes,Suba,0,Lluvia,0
1643,0,Miércoles,Calle 80,0,Lluvia,0
1644,0,Jueves,Caracas,0,Nublado,0
1645,0,Miércoles,Americas,0,Nublado,0
1646,1,Sábado,Eldorado,0,Nublado,0
1647,0,Jueves,Caracas,0,Nublado,0
1648,0,Sábado,Autonorte,0,Nublado,0
1649,0,Sábado,NQS,0,Nublado,1
1650,0,Jueves,Eldorado,0,Lluvia,0
1651,0,Domingo,Autonorte,0,Lluvia,1
1652,0,Martes,Autonorte,0,Lluvia,0
1653,0,Sábado,NQS,0,Lluvia,1
1654,1,Lunes,Calle 26,0,Lluvia,0
1655,0,Lunes,Calle 80,0,Lluvia,1
1656,1,Martes,Suba,0,Nublado,0
1657,0,Viernes,Americas,0,Soleado,1
1658,1,Jueves,Eldorado,0,Soleado,1
1659,0,Lunes,Caracas,0,Lluvia,0
1660,0,Miércoles,Calle 26,0,Lluvia,0
1661,1,Jueves,Suba,0,Lluvia,1
1662,1,Miércoles,Autonorte,0,Lluvia,1
1663,1,Jueves,Americas,0,Soleado,0
1664,0,Lunes,Calle 26,0,Soleado,1
1665,1,Viernes,Calle 80,0,Lluvia,1
1666,0,Viernes,Autonorte,0,Lluvia,0
1667,0,Domingo,Eldorado,0,Nublado,0
1668,0,Sábado,Caracas,0,Soleado,0
1669,0,Jueves,NQS,0,Nublado,0
1670,1,Viernes,Caracas,0,Nublado,0
1671,0,Lunes,NQS,0,Soleado,0
1672,1,Martes,Caracas,0,Nublado,1
1673,0,Martes,Calle 26,0,Nublado,0
1674,0,Martes,NQS,0,Nublado,1
1675,0,Viernes,Calle 80,0,Soleado,0
1676,0,Martes,Calle 80,0,Nublado,0
1677,1,Domingo,Eldorado,0,Lluvia,0
1678,0,Sábado,Suba,0,Soleado,0
1679,0,Martes,Americas,0,Lluvia,0
1680,0,Jueves,Calle 26,0,Nublado,0
1681,0,Jueves,Caracas,0,Nublado,0
1682,0,Martes,Calle 80,0,Nublado,0
1683,1,Jueves,NQS,0,Soleado,0
1684,0,Miércoles,Caracas,0,Nublado,0
1685,0,Miércoles,Eldorado,0,Lluvia,0
1686,0,Sábado,Autonorte,0,Soleado,0
1687,1,Martes,Calle 80,0,Soleado,0
1688,0,Viernes,Calle 80,0,Lluvia,0
1689,0,Martes,Eldorado,0,Nublado,0
1690,1,Jueves,Autonorte,0,Lluvia,0
1691,1,Viernes,Suba,1,Lluvia,1
1692,1,Jueves,Calle 80,0,Nublado,1
1693,1,Miércoles,Calle 80,0,Soleado,1
1694,0,Lunes,Americas,0,Nublado,0
1695,0,Jueves,Calle 80,1,Lluvia,0
1696,1,Jueves,NQS,0,Soleado,0
1697,0,Lunes,Americas,0,Soleado,0
1698,1,Miércoles,Autonorte,0,Soleado,0
1699,0,Domingo,Eldorado,0,Nublado,0
1700,0,Jueves,Calle 80,0,Lluvia,1
1701,1,Lunes,Autonorte,0,Lluvia,0
1702,0,Sábado,Autonorte,1,Nublado,1
1703,0,Martes,Caracas,0,Nublado,1
1704,1,Miércoles,Americas,0,Lluvia,0
1705,0,Viernes,Eldorado,0,Lluvia,0
1706,0,Sábado,Caracas,0,Nublado,0
1707,1,Martes,Caracas,0,Lluvia,0
1708,0,Domingo,Eldorado,0,Lluvia,1
1709,0,Miércoles,Suba,0,Lluvia,0
1710,0,Miércoles,Calle 80,1,Nublado,0
1711,0,Miércoles,Suba,0,Lluvia,1
1712,1,Martes,Caracas,0,Nublado,1
1713,0,Viernes,Americas,0,Nublado,0
1714,1,Lunes,Autonorte,0,Soleado,1
1715,1,Martes,Suba,0,Lluvia,1
1716,1,Martes,Calle 80,0,Nublado,0
1717,0,Viernes,Americas,0,Lluvia,0
1718,1,Jueves,Caracas,0,Lluvia,1
1719,0,Miércoles,Caracas,0,Nublado,0
1720,0,Lunes,NQS,0,Lluvia,1
1721,1,Domingo,Calle 80,0,Nublado,1
1722,0,Domingo,Americas,0,Lluvia,1
1723,0,Martes,Calle 26,0,Soleado,1
1724,0,Martes,NQS,0,Soleado,1
1725,0,Miércoles,Eldorado,0,Soleado,0
1726,1,Lunes,Caracas,0,Soleado,1
1727,0,Martes,Caracas,0,Nublado,1
1728,0,Martes,Eldorado,0,Lluvia,0
1729,1,Domingo,NQS,0,Soleado,0
1730,0,Sábado,Suba,0,Lluvia,0
1731,0,Miércoles,Calle 80,0,Soleado,0
1732,0,Viernes,Calle 80,0,Nublado,1
1733,0,Viernes,NQS,1,Nublado,0
1734,0,Viernes,Autonorte,0,Lluvia,1
1735,0,Viernes,Americas,0,Lluvia,1
1736,0,Viernes,Calle 80,0,Nublado,0
1737,0,Domingo,Eldorado,0,Soleado,0
1738,0,Domingo,Americas,0,Lluvia,0
1739,1,Viernes,Autonorte,0,Nublado,1
1740,1,Jueves,Americas,0,Nublado,1
1741,0,Miércoles,Eldorado,0,Nublado,0
1742,0,Viernes,Calle 26,0,Lluvia,0
1743,0,Viernes,Calle 26,0,Nublado,1
1744,1,Lunes,NQS,0,Soleado,1
1745,1,Lunes,Calle 80,0,Nublado,1
1746,0,Lunes,Autonorte,0,Soleado,0
1747,1,Martes,Autonorte,0,Soleado,0
1748,0,Sábado,Calle 26,0,Lluvia,0
1749,0,Martes,NQS,0,Nublado,0
